Timestamp,RobotUnitObserver.SensorDevices.TestBenchMotor_targetPWM,RobotUnitObserver.SensorDevices.TestBenchMotor_rawVelocity,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.x,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.y,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.z,RobotUnitObserver.ControlDevices.TestBenchMotor_velocity,RobotUnitObserver.ControlDevices.TestBenchMotor_ControlMode_Velocity1DoF_filteredVelocity
1.114,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.91735440983683
1.89,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.91735440983683
3.091,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.91735440983683
4.053,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.92138312525412
5.182,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.92138312525412
6.194,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.92138312525412
7.247,988,1.9373527765274,0.161829590797424,0.160360246896744,0.0161738060414791,1.91799807548523,1.92138312525412
45.053,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91898757885665
45.493,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91898757885665
46.507,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91898757885665
47.558,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91898757885665
48.602,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91898757885665
49.659,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
50.739,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
51.83,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
52.898,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
53.924,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
54.987,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
56.052,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
57.057,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
58.18,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.92092133109512
103.035,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
103.448,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
104.47,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
105.503,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
106.607,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
107.708,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
108.686,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.91701696346001
109.834,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
110.793,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
111.838,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
112.916,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
114.05,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
115.067,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
116.123,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
117.178,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
158.824,993,1.90417897701263,0.165903091430664,0.161476314067841,0.0173018127679825,1.91799807548523,1.9168777033771
159.264,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91728701599534
160.309,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
161.513,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
162.374,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
163.401,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
164.476,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
165.526,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
166.62,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
167.749,994,1.9174485206604,0.164974510669708,0.164713084697723,0.0158706307411194,1.91799807548523,1.91937482846678
