Timestamp,RobotUnitObserver.SensorDevices.TestBenchMotor_targetPWM,RobotUnitObserver.SensorDevices.TestBenchMotor_rawVelocity,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.x,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.y,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.z,RobotUnitObserver.ControlDevices.TestBenchMotor_velocity,RobotUnitObserver.ControlDevices.TestBenchMotor_ControlMode_Velocity1DoF_filteredVelocity
0.89,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531224075607078
1.245,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531224075607078
2.324,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531224075607078
3.368,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
4.426,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
5.529,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
6.51,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
7.616,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
8.695,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531291607074959
46.17,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
46.468,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
47.556,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
48.638,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
49.641,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
50.74,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
51.919,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.531843481998195
52.829,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.5307437361424
53.881,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.5307437361424
55.04,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.5307437361424
56.056,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.5307437361424
57.082,290,0.537416338920593,0.164401710033417,0.163283661007881,0.0168320424854755,0.532359302043915,0.5307437361424
91.915,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.534645732132217
92.397,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.534645732132217
94.029,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.53238618568749
95.055,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.53238618568749
96.003,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.53238618568749
97.056,289,0.537416338920593,0.165471315383911,0.162908598780632,0.0168784372508526,0.532359302043915,0.53238618568749
