Timestamp,RobotUnitObserver.SensorDevices.TestBenchMotor_targetPWM,RobotUnitObserver.SensorDevices.TestBenchMotor_rawVelocity,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.x,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.y,RobotUnitObserver.SensorDevices.KITGripperFTSensor_torque.value.z,RobotUnitObserver.ControlDevices.TestBenchMotor_velocity,RobotUnitObserver.ControlDevices.TestBenchMotor_ControlMode_Velocity1DoF_filteredVelocity
1.077,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
1.535,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
2.571,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
3.643,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
4.725,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
5.803,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
6.859,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
8.133,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.488390155645383
9.002,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.491286298202607
10.055,269,0.484338194131851,0.167176142334938,0.16165779531002,0.0157549735158682,0.490000247955322,0.491286298202607
52.498,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
52.841,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
54.043,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
55.018,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
56.081,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
57.052,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
58.172,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.488478303007455
59.186,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
60.276,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
61.315,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
62.374,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
63.47,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
64.558,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
65.61,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
108.703,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.489755575026935
109.231,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
110.187,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
111.23,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
112.229,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
113.345,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
114.469,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
115.465,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
116.506,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
117.558,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
118.699,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.486916386476411
119.826,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.491771583804106
120.813,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.491771583804106
121.847,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.491771583804106
123.054,266,0.484338194131851,0.167021170258522,0.161587297916412,0.0159460175782442,0.490000247955322,0.491771583804106
170.172,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
170.56,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
171.71,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
172.647,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
173.739,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
174.685,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
175.778,267,0.490972965955734,0.168291419744492,0.162412509322166,0.0152301145717502,0.490000247955322,0.490690500808276
